volunteerID	activity	tBodyAccmeanX	tBodyAccmeanY	tBodyAccmeanZ	tBodyAccstdX	tBodyAccstdY	tBodyAccstdZ	tGravityAccmeanX	tGravityAccmeanY	tGravityAccmeanZ	tGravityAccstdX	tGravityAccstdY	tGravityAccstdZ	tBodyAccJerkmeanX	tBodyAccJerkmeanY	tBodyAccJerkmeanZ	tBodyAccJerkstdX	tBodyAccJerkstdY	tBodyAccJerkstdZ	tBodyGyromeanX	tBodyGyromeanY	tBodyGyromeanZ	tBodyGyrostdX	tBodyGyrostdY	tBodyGyrostdZ	tBodyGyroJerkmeanX	tBodyGyroJerkmeanY	tBodyGyroJerkmeanZ	tBodyGyroJerkstdX	tBodyGyroJerkstdY	tBodyGyroJerkstdZ	tBodyAccMagmean	tBodyAccMagstd	tGravityAccMagmean	tGravityAccMagstd	tBodyAccJerkMagmean	tBodyAccJerkMagstd	tBodyGyroMagmean	tBodyGyroMagstd	tBodyGyroJerkMagmean	tBodyGyroJerkMagstd	fBodyAccmeanX	fBodyAccmeanY	fBodyAccmeanZ	fBodyAccstdX	fBodyAccstdY	fBodyAccstdZ	fBodyAccmeanFreqX	fBodyAccmeanFreqY	fBodyAccmeanFreqZ	fBodyAccJerkmeanX	fBodyAccJerkmeanY	fBodyAccJerkmeanZ	fBodyAccJerkstdX	fBodyAccJerkstdY	fBodyAccJerkstdZ	fBodyAccJerkmeanFreqX	fBodyAccJerkmeanFreqY	fBodyAccJerkmeanFreqZ	fBodyGyromeanX	fBodyGyromeanY	fBodyGyromeanZ	fBodyGyrostdX	fBodyGyrostdY	fBodyGyrostdZ	fBodyGyromeanFreqX	fBodyGyromeanFreqY	fBodyGyromeanFreqZ	fBodyAccMagmean	fBodyAccMagstd	fBodyAccMagmeanFreq	fBodyBodyAccJerkMagmean	fBodyBodyAccJerkMagstd	fBodyBodyAccJerkMagmeanFreq	fBodyBodyGyroMagmean	fBodyBodyGyroMagstd	fBodyBodyGyroMagmeanFreq	fBodyBodyGyroJerkMagmean	fBodyBodyGyroJerkMagstd	fBodyBodyGyroJerkMagmeanFreq	angle(tBodyAccMean,gravity)	angle(tBodyAccJerkMean),gravityMean)	angle(tBodyGyroMean,gravityMean)	angle(tBodyGyroJerkMean,gravityMean)	angle(X,gravityMean)	angle(Y,gravityMean)	angle(Z,gravityMean)
1	LAYING	0.2728689674	-0.011132640164	-0.10182502402	-0.9097620628	-0.8109204595	-0.8541898108	0.9173509186	-0.026876922578	0.176474629694	-0.9803672146	-0.9490992438	-0.9246428363	0.07337608144	0.000529406997940001	-0.0078673846416	-0.9031571144	-0.86741699444	-0.9487002062	-0.03317258406	-0.08048414364	0.09290463746	-0.8829242432	-0.9074271588	-0.881650932	-0.10565016164	-0.043932084992	-0.050210259842	-0.9132934658	-0.9552848694	-0.9183901128	-0.85597993788	-0.852366615	-0.85597993788	-0.852366615	-0.906994233	-0.88654700266	-0.8503697848	-0.8601177174	-0.939682645	-0.9394189292	-0.9032241324	-0.82642209782	-0.8946161764	-0.9128072256	-0.81484204252	-0.8447674058	0.0146272343904	0.00868659477	-0.055993269976	-0.9007815184	-0.86633939002	-0.9408612304	-0.9150901458	-0.87871790936	-0.9554857098	0.23384931856	-0.098943854346	0.030060636938	-0.8702606124	-0.9226393706	-0.8801087276	-0.888283586	-0.9000043626	-0.8933059902	-0.124190066398	-0.3922198378	-0.098735860914	-0.86400857816	-0.8694729064	-0.013214408036	-0.881896654886	-0.89257621546	0.25207704638	-0.8863390886	-0.8679550744	-0.21989382688	-0.9420733254	-0.940187693	0.1177678376	0.038874180412	-0.032881853104	0.04028384564	0.01625692418	-0.7408473094	0.10155263694	-0.102565134895
1	SITTING	0.2781474	-0.0172723185425532	-0.106357822553191	-0.777658264255319	-0.643677276838298	-0.791258525106383	0.246491388297872	0.245936487446809	0.409488495744681	-0.970983358085106	-0.979195549148936	-0.977510530851064	0.0754617252989362	0.0214892670125532	0.0163905661438298	-0.725311357629787	-0.614186229176596	-0.834365843404255	-0.0428476570774468	-0.0722453917872341	0.120315050042553	-0.827506999148936	-0.826275717659575	-0.781797791276596	-0.0938121382553191	-0.0395625302787234	-0.0590625646957447	-0.737467159361702	-0.835465377234043	-0.755690308510638	-0.731134132765957	-0.768592570212766	-0.731134132765957	-0.768592570212766	-0.724832274361702	-0.672436024510638	-0.765362628510638	-0.807928548085106	-0.805870738510638	-0.797713345106383	-0.750889760638298	-0.618682229395745	-0.795031515319149	-0.78936140893617	-0.680318445191489	-0.805639466382979	-0.0756513873914894	0.264734899176596	0.286055214544681	-0.73516314512766	-0.639978439106383	-0.822564859574468	-0.739771203340426	-0.612210865265958	-0.845071865957447	0.0840147012326809	-0.033247068306383	0.0527654432425532	-0.765029966595745	-0.821813207872341	-0.744395158085106	-0.84773444212766	-0.830494476170213	-0.816050100851064	0.0920476611680851	0.0388624749	0.14230657363617	-0.730826504680851	-0.828854184680851	0.406664579382979	-0.671683443574468	-0.674997100170213	0.266559756617021	-0.799405345744681	-0.850981679574468	0.174440862938298	-0.814453503617021	-0.791344571489362	0.205806565810638	-0.0282481202617021	0.0144826738893617	0.0748486276085107	-0.00844651308510639	-0.0557046565957447	-0.132792486808511	-0.288586220021277
1	STANDING	0.272446441132075	-0.026906151649434	-0.121998982867925	-0.115450384716981	0.204779416886792	-0.279562051207547	0.868848430188679	-0.383354711132075	0.101226265330189	-0.944072342264151	-0.938672690377359	-0.924754839245283	0.0823338000566038	-0.00354563984150943	-0.00470128375471698	-0.0299891948867925	0.0918098402169811	-0.50548310490566	-0.0894816266415094	-0.019904516509434	0.0528760997716981	-0.40335800089434	-0.427129689622642	-0.33176995354717	-0.0627359883301887	-0.0439901296207547	-0.0504226944622642	-0.263869738679245	-0.489802718150943	-0.265486625745283	-0.0293595984716981	-0.0325046761169811	-0.0293595984716981	-0.0325046761169811	-0.122738166839623	0.0551318645396226	-0.243666161830189	-0.326577158867925	-0.43217984245283	-0.374147998943396	-0.0535475662075472	0.210461954873396	-0.325703146792453	-0.143612428615094	0.121695717662264	-0.314599934716981	-0.249164233949057	0.0750914500641509	0.0118606534428302	-0.0357145132830189	0.0596734636566038	-0.459993256962264	-0.115471659207547	0.0485298077735849	-0.550173652830189	-0.104836305396226	-0.310155616698113	-0.265913402867925	-0.226299832416981	-0.39981874109434	-0.191082154445283	-0.462143400396226	-0.45349537245283	-0.450323708490566	0.0010555823	0.0875957149245283	0.205722618132075	0.0625067945754717	-0.243648949511321	0.210076170275472	0.0607204576622642	0.0380389393320755	0.0903616919433962	-0.345817686358491	-0.436208514	0.187652157474906	-0.413949392358491	-0.36965655254717	-0.00516961941320755	0.00798995093207547	-0.021853525509434	0.171107710566038	-0.0740565851679245	-0.615770698113208	0.351584494150943	-0.049272950254717
1	WALKING	0.278895425368421	-0.0179554899930526	-0.106792688505263	-0.893582934842105	-0.823845284673684	-0.872650870526316	0.535784277473684	-0.0226527695789474	0.22985877251579	-0.975955147052631	-0.976751847368421	-0.96932121231579	0.0735506914210526	0.0106813223442105	-0.0012234817468421	-0.874606939578947	-0.830134184905263	-0.922553328842105	-0.0333523172916842	-0.0798136567410526	0.0919655187431579	-0.914551373263158	-0.903592635263158	-0.882132273684211	-0.0983715877368421	-0.0445160919073684	-0.0584137962273684	-0.904348359263158	-0.943154105263158	-0.903150576842105	-0.861223131684211	-0.879349484947369	-0.861223131684211	-0.879349484947369	-0.873974962736842	-0.859001252736842	-0.874122925263158	-0.892310624210526	-0.92754130431579	-0.931704295368421	-0.881331469684211	-0.817954805873684	-0.886605453052632	-0.899231304526316	-0.837927624336842	-0.874604004105263	-0.0358214128993684	0.128805212724105	0.138957730612632	-0.877600101157895	-0.837014961421053	-0.914158081157895	-0.882878398315789	-0.834332435557895	-0.929603247052632	0.227089481230526	-0.025949449584	0.0253037068168421	-0.894263603052632	-0.912572054	-0.869992827684211	-0.92110827968421	-0.899266024210526	-0.897362497263158	0.0277168043863158	-0.147089610204211	-0.000440744173894738	-0.86899947431579	-0.904723418210526	0.143076152798947	-0.858838888947368	-0.859153848210526	0.291319549203158	-0.898732706736842	-0.907339156947369	-0.0157112174	-0.932706891578947	-0.935270873157895	0.210156940422105	-0.00552124727514737	0.029433708676	0.0232435137126316	-0.0140134167458947	-0.358865503578947	0.078689986	-0.151021629714737
1	WALKING_DOWNSTAIRS	0.268310292979592	-0.0198326058265306	-0.112318377326531	-0.861266010816327	-0.737613628689796	-0.72181083077551	0.848001291428571	-0.257777286264163	0.0689272179591837	-0.965375738979592	-0.941280958367347	-0.928277812244898	0.0744788050397959	-0.00973916635142857	0.013501119644898	-0.836475081489796	-0.833966217346939	-0.870260368367347	-0.0451278243865306	-0.0527710761020408	0.0768965271836735	-0.848039953877551	-0.876791587959184	-0.740398742428571	-0.107931650857143	-0.0435873364122449	-0.0534740279306122	-0.864756379183674	-0.898989997755102	-0.882910336734694	-0.780957977081633	-0.796395676326531	-0.780957977081633	-0.796395676326531	-0.843797228979592	-0.81983744467347	-0.775222957653061	-0.818076715510204	-0.892051837346939	-0.888251310816327	-0.847285970612245	-0.777445766673469	-0.778628570483674	-0.867416591020408	-0.734952950979592	-0.713897533918367	0.0233052170612245	0.0666302138061225	0.0584699838795918	-0.837346754530612	-0.836800238979592	-0.85929783244898	-0.85069326	-0.842831341836735	-0.879698895102041	0.243214962979592	-0.068825864622449	-0.0347354460857143	-0.820825701693878	-0.871279793877551	-0.788966141510204	-0.857108278571429	-0.881551417346939	-0.750784427673469	-0.0575859982755102	-0.0904916835836735	-0.0068473843344898	-0.79653592022449	-0.828531737959184	0.114481604759184	-0.817145459755102	-0.823735344636735	0.233939432559184	-0.846622602857143	-0.830944195102041	-0.0933793061959184	-0.889237404693878	-0.894567514897959	0.126113026869388	0.0373863722428571	0.0247702864081633	0.0702398992653061	0.0229585376326531	-0.577977901632653	0.261395628816327	-0.0220114429387755
1	WALKING_UPSTAIRS	0.265777568150943	-0.0157152010324528	-0.139512250415094	-0.223969803058491	0.0696024820981132	-0.118904358784906	0.855030564150943	-0.347847851132075	-0.173595746430189	-0.950004689056604	-0.951486800943396	-0.9106134	0.0923522442786792	0.0150461523226415	-0.0229580131584906	-0.141044188732075	-0.0824027538	-0.459517171886793	-0.0675720232435849	-0.0412001758962264	0.0918349055415094	-0.445031144962264	-0.48848087245283	-0.287505206633962	-0.0620211520358491	-0.0423696692132075	-0.0557650813188679	-0.446233286603774	-0.645124904339623	-0.432388001320755	-0.0948311766716981	-0.105087470381132	-0.0948311766716981	-0.105087470381132	-0.206439406679245	-0.0647106048679245	-0.270803451051509	-0.438834021132076	-0.562880850943396	-0.586566679433962	-0.166273402881132	0.050812151245283	-0.20873929090566	-0.249255760754717	0.00917563441698113	-0.141825409777359	-0.221992600984906	0.00114223032075472	-0.0403816225115849	-0.144433069413208	-0.110119112871698	-0.39591371609434	-0.218296858854717	-0.11644328109434	-0.523302047169811	-0.100208732590566	-0.324230764584906	-0.289193370754717	-0.338412932943396	-0.49469463	-0.253035488415094	-0.481271887811321	-0.490205705283019	-0.369737677075472	-0.104466282560377	-0.144760824301887	-0.0498895271	-0.0375131762490566	-0.286282949811321	0.145865477796226	-0.0635673796792453	-0.0744216719735849	0.0271073144150943	-0.494151847924528	-0.50060023264151	0.0354774402679245	-0.59252430754717	-0.608267456037736	0.038336952664717	0.0162776289830189	0.0233542028301887	0.123921770754717	-0.141063647881132	-0.584151860566038	0.324498980943396	0.146168354790566
2	LAYING	0.268676792291667	-0.0214915314455	-0.110147908416667	-0.674440615770833	-0.605521815463333	-0.715169923125	0.9554834875	-0.103160825479167	0.130621140479167	-0.974149498541667	-0.950972506666667	-0.938005047083333	0.0670445070645833	0.0255815425041667	-0.000895676877916665	-0.738867920625	-0.675299266875	-0.876620378333333	-0.00745026578270833	-0.0770663436458333	0.0843000592	-0.743081437708333	-0.78932040875	-0.764009041041667	-0.1180645084625	-0.0359646381125	-0.050428577275	-0.771054466458333	-0.930547065416667	-0.803988819166667	-0.639754528366667	-0.665181528541667	-0.639754528366667	-0.665181528541667	-0.739089706875	-0.756520267916667	-0.685231118333333	-0.763300664375	-0.856183316666667	-0.880256491458333	-0.698835974145833	-0.609224446825	-0.7815620475	-0.665872097791667	-0.6287352315	-0.703512145416667	-0.240245806520833	0.02149155198125	-0.0626830884508333	-0.750864051875	-0.68095120076375	-0.858844576875	-0.749716854791667	-0.692376215020833	-0.893722855416667	-0.118991331604167	-0.157034662708333	-0.161316288416667	-0.693818165	-0.859083049166667	-0.739046543333333	-0.760085245	-0.757819825416667	-0.795149592083333	-0.10672346225625	-0.460466153354167	-0.0973124926375	-0.697089120416667	-0.700306009583333	0.00143985549583334	-0.738401495	-0.783420623125	0.176435402027083	-0.794231861875	-0.784298549583333	-0.0933882625208333	-0.874576296666667	-0.897272815208333	0.152255688684375	0.0834174074125	-0.0111255579416667	-0.0129232236666667	0.0721701469791667	-0.826078713541667	0.154527335958333	-0.069586410125
2	SITTING	0.262608516586957	-0.0127609741695652	-0.103766936826087	-0.925031221086957	-0.847412270043478	-0.912485500434783	0.213346766521739	0.577123223834783	0.132411252652174	-0.939928968695652	-0.947541585217391	-0.949717867608696	0.0879829066739131	-0.00479824346428261	-0.0117956805967391	-0.929808370217391	-0.884590760652174	-0.965759502173913	-0.0330691569369565	-0.0856281315543478	0.129095706152174	-0.937146077608696	-0.932774068478261	-0.913545571956522	-0.101576896565217	-0.0438813542782609	-0.0614457415034783	-0.940407515217391	-0.97299908326087	-0.949497458043478	-0.891453094782609	-0.876778359065217	-0.891453094782609	-0.876778359065217	-0.926486181304348	-0.910471966521739	-0.890159993913044	-0.90116204326087	-0.962120214130435	-0.960321552608696	-0.924827171956522	-0.859458297826087	-0.930015032826087	-0.925560555869565	-0.850981807543478	-0.910063643478261	-0.121591051278261	0.216046492804348	0.100660119278478	-0.93590992326087	-0.889250341956522	-0.960383849347826	-0.930171346956522	-0.888072973913044	-0.969899468695652	0.113230139700217	-0.0119742596586957	-0.0209462354130435	-0.921056944130435	-0.946184941956522	-0.91439871673913	-0.942357761086957	-0.926539222173913	-0.921587594782609	-0.0082376596326087	-0.46913890566087	-0.0505959219043478	-0.886735195869565	-0.890943479173913	0.162386439356522	-0.912452425	-0.907536825652174	0.181446495608696	-0.924322533478261	-0.903627073043478	-0.242173423493478	-0.960642246521739	-0.962670215652174	0.0896163722173913	-0.02630274105	0.0117127477719565	0.0161150182173913	-0.013196773673913	-0.0862426665217391	-0.468556105478261	-0.0732205190039131
2	STANDING	0.28073566037037	-0.0166279548807407	-0.113211900518519	-0.16176042405	-0.0586827578268519	-0.517066175185185	0.957038979259259	-0.0637866222092593	0.11823923987037	-0.966307303703704	-0.944337797037037	-0.951242141296296	0.0846187387018519	0.00881610952222223	-0.0114168279685185	-0.193350542589074	-0.11889045487963	-0.713873559814815	-0.0411058850938889	-0.0894004785148148	0.0715362050425926	-0.391141352148148	-0.653523867962963	-0.572717881481482	-0.111672055318519	-0.0352841046074074	-0.048487978562963	-0.408645342592593	-0.822140130185185	-0.485050979388889	-0.1214001708	-0.252967535425926	-0.1214001708	-0.252967535425926	-0.263663610159815	-0.251960675537037	-0.375063964807407	-0.438853403888889	-0.628844725740741	-0.677606667037037	-0.222611580296296	-0.0653504046574074	-0.565864636851852	-0.141099477677778	-0.120869955870556	-0.530389642962963	-0.251847613385185	0.126565747485185	-0.0774982044613333	-0.235380255811111	-0.163847153612963	-0.676674070185185	-0.223617380468519	-0.130210713357407	-0.750742252407408	-0.142571530485	-0.286612306633333	-0.261787291296296	-0.252091524603704	-0.697580224444445	-0.45853678862963	-0.438107346555556	-0.633312735	-0.659479711296296	-0.117726096955556	-0.30236254512963	0.270655061	-0.200901153477778	-0.403693415055556	0.198953289357407	-0.223829299835185	-0.296682880240741	0.141786128681481	-0.499911300203704	-0.497691649074074	0.0583065287198148	-0.662143925925926	-0.722795009259259	0.259140501407407	-0.0378736493148148	-0.00182279075925927	0.101148978333333	0.0329993070759259	-0.874970098888889	0.127572328833333	-0.0613954329259259
2	WALKING	0.276489725355932	-0.0144515294355932	-0.111534933711864	-0.782380472033898	-0.654442602525424	-0.810099858305085	0.25170864661017	0.40622037644652	0.302886709152542	-0.964436526779661	-0.974178100677966	-0.970104599830508	0.0807125513220339	0.00172022658305085	-0.0066990323340678	-0.732369621864407	-0.705595826271186	-0.879833563728814	-0.0168540901389831	-0.0894894649423729	0.117981036389831	-0.819266566949153	-0.856327393559322	-0.842944970169492	-0.101442594101695	-0.0420858842033898	-0.0636893520508475	-0.814580402711864	-0.919718334067797	-0.849112817288136	-0.734399185762712	-0.797609424237288	-0.734399185762712	-0.797609424237288	-0.756637362881356	-0.733300576440678	-0.788308241355932	-0.826793611016949	-0.876515010508475	-0.895471231694915	-0.770697607118644	-0.673666968644068	-0.832045150169492	-0.787635893898305	-0.666135980135593	-0.812402699322034	-0.17287057620339	0.171250320705085	0.086637278140678	-0.757773654576271	-0.725869405423729	-0.870293705254237	-0.730805895254237	-0.703529672932203	-0.88780169220339	0.0635421639067797	-0.113081329186441	-0.0657922431949153	-0.775016558644068	-0.87144336	-0.81837151559322	-0.833865243050848	-0.849362963389831	-0.866597518644068	-0.0692122722101695	-0.407697187	0.112118288967797	-0.773851997118644	-0.844288231864407	0.252747802847458	-0.739530090169492	-0.726852573389831	0.191257552158644	-0.846839076271187	-0.843534524237288	-0.116368432016949	-0.896245281186441	-0.901681126779661	0.218921323149153	0.0128481132033898	-0.0184154165181356	-0.0306963371694915	0.0407227985135593	-0.130658420847458	-0.27737078361017	-0.199918223627119
